sure_no,sure_ismi,bolum,ayet_no,kaynak,ayet
21,Ecclesiastes,12,4,Incil,door shall shut street sound grind low one shall rise voic bird daughter music shall brought low
21,Ecclesiastes,12,5,Incil,yes shall afraid height terror way almond tree shall blossom grasshopp shall burden desir shall fail man goe everlast home mourner go street
21,Ecclesiastes,12,6,Incil,silver cord sever golden bowl broken pitcher broken spring wheel broken cistern
21,Ecclesiastes,12,7,Incil,dust return earth spirit return god gave
21,Ecclesiastes,12,8,Incil,vaniti vaniti say preacher vaniti
21,Ecclesiastes,12,9,Incil,preacher wise still taught peopl knowledg yes ponder sought set order mani proverb
21,Ecclesiastes,12,10,Incil,preacher sought find accept word written blameless word truth
21,Ecclesiastes,12,11,Incil,word wise like goad like nail well fasten word master assembl given one shepherd
21,Ecclesiastes,12,12,Incil,furthermor son admonish make mani book end much studi weari flesh
21,Ecclesiastes,12,13,Incil,end matter heard fear god keep command whole duti man
21,Ecclesiastes,12,14,Incil,god bring everi work judgment everi hidden thing whether good whether evil
22,Song of Solomon,1,1,Incil,song song solomon belov
22,Song of Solomon,1,2,Incil,let kiss kiss mouth love better wine
22,Song of Solomon,1,3,Incil,oil pleas fragranc name oil pour forth therefor virgin love
22,Song of Solomon,1,4,Incil,take away let us hurri king brought chamber friend glad rejoic prais love wine belov right love
22,Song of Solomon,1,5,Incil,dark love daughter jerusalem like kedar tent like solomon curtain
22,Song of Solomon,1,6,Incil,stare dark sun scorch mother son angri made keeper vineyard kept vineyard
22,Song of Solomon,1,7,Incil,tell soul love graze flock rest noon one veil besid flock companion lover
22,Song of Solomon,1,8,Incil,know beauti among women follow track sheep graze young goat besid shepherd tent
22,Song of Solomon,1,9,Incil,compar love steed pharaoh chariot
22,Song of Solomon,1,10,Incil,cheek beauti earring neck string jewel
22,Song of Solomon,1,11,Incil,make earring gold stud silver belov
22,Song of Solomon,1,12,Incil,king sat tabl perfum spread fragranc
22,Song of Solomon,1,13,Incil,belov sachet myrrh lie breast
22,Song of Solomon,1,14,Incil,belov cluster henna blossom vineyard en gedi lover
22,Song of Solomon,1,15,Incil,behold beauti love behold beauti eye dove belov
22,Song of Solomon,1,16,Incil,behold beauti belov yes pleasant couch verdant lover
22,Song of Solomon,1,17,Incil,beam hous cedar rafter fir belov
22,Song of Solomon,2,1,Incil,rose sharon lili valley lover
22,Song of Solomon,2,2,Incil,lili among thorn love among daughter belov
22,Song of Solomon,2,3,Incil,appl tree among tree wood belov among son sat shadow great delight fruit sweet tast
22,Song of Solomon,2,4,Incil,brought banquet hall banner love
22,Song of Solomon,2,5,Incil,strengthen raisin refresh appl faint love
22,Song of Solomon,2,6,Incil,left hand head right hand embrac
22,Song of Solomon,2,7,Incil,adjur daughter jerusalem roe hind field stir awaken love desir
22,Song of Solomon,2,8,Incil,voic belov behold come leap mountain skip hill
22,Song of Solomon,2,9,Incil,belov like roe young hart behold stand behind wall look window glanc lattic
22,Song of Solomon,2,10,Incil,belov spoke said rise love beauti one come away
22,Song of Solomon,2,11,Incil,behold winter past rain gone
22,Song of Solomon,2,12,Incil,flower appear earth time sing come voic turtledov heard land
22,Song of Solomon,2,13,Incil,fig tree ripen green fig vine blossom give forth fragranc aris love beauti one come away lover
22,Song of Solomon,2,14,Incil,dove cleft rock hide place mountainsid let see face let hear voic voic sweet face love
22,Song of Solomon,2,15,Incil,catch us fox littl fox spoil vineyard vineyard blossom belov
22,Song of Solomon,2,16,Incil,belov mine brows among lili
22,Song of Solomon,2,17,Incil,day cool shadow flee away turn belov like roe young hart mountain bether
22,Song of Solomon,3,1,Incil,night bed sought soul love sought find
22,Song of Solomon,3,2,Incil,get go citi street squar seek soul love sought find
22,Song of Solomon,3,3,Incil,watchmen go citi found seen soul love
22,Song of Solomon,3,4,Incil,scarc pass found soul love held would let go brought mother hous chamber conceiv
22,Song of Solomon,3,5,Incil,adjur daughter jerusalem roe hind field stir awaken love desir
22,Song of Solomon,3,6,Incil,come wilder like pillar smoke perfum myrrh frankincens spice merchant
22,Song of Solomon,3,7,Incil,behold solomon carriag sixti mighti men around mighti men israel
22,Song of Solomon,3,8,Incil,handl sword expert war everi man sword thigh fear night
22,Song of Solomon,3,9,Incil,king solomon made carriag wood lebanon
22,Song of Solomon,3,10,Incil,made pillar silver bottom gold seat purpl midst pave love daughter jerusalem
22,Song of Solomon,3,11,Incil,go forth daughter zion see king solomon crown mother crown day wed day glad heart lover
22,Song of Solomon,4,1,Incil,behold beauti love behold beauti eye dove behind veil hair flock goat descend mount gilead
22,Song of Solomon,4,2,Incil,teeth like newli shorn flock come wash everi one twin none bereav among
22,Song of Solomon,4,3,Incil,lip like scarlet thread mouth love templ like piec pomegran behind veil
22,Song of Solomon,4,4,Incil,neck like david tower built armori whereon thousand shield hang shield mighti men
22,Song of Solomon,4,5,Incil,two breast like two fawn twin roe feed among lili
22,Song of Solomon,4,6,Incil,day cool shadow flee away go mountain myrrh hill frankincens
22,Song of Solomon,4,7,Incil,beauti love spot
22,Song of Solomon,4,8,Incil,come lebanon bride lebanon look top amana top senir hermon lion den mountain leopard
22,Song of Solomon,4,9,Incil,ravish heart sister bride ravish heart one eye one chain neck
22,Song of Solomon,4,10,Incil,beauti love sister bride much better love wine fragranc perfum manner spice
22,Song of Solomon,4,11,Incil,lip bride drip like honeycomb honey milk tongu smell garment like smell lebanon
22,Song of Solomon,4,12,Incil,lock garden sister bride lock spring seal fountain
22,Song of Solomon,4,13,Incil,shoot orchard pomegran precious fruit henna spikenard plant
22,Song of Solomon,4,14,Incil,spikenard saffron calamus cinnamon everi kind incens tree myrrh alo best spice
22,Song of Solomon,4,15,Incil,fountain garden well live water flow stream lebanon belov
22,Song of Solomon,4,16,Incil,awak north wind come south blow garden spice may flow let belov come garden tast precious fruit lover
22,Song of Solomon,5,1,Incil,come garden sister bride gather myrrh spice eaten honeycomb honey drunk wine milk friend eat friend drink yes drink abund belov belov
22,Song of Solomon,5,2,Incil,asleep heart awak voic belov knock open sister love dove undefil head fill dew hair damp night
22,Song of Solomon,5,3,Incil,taken robe inde must put wash feet inde must soil
22,Song of Solomon,5,4,Incil,belov thrust hand latch open heart pound
22,Song of Solomon,5,5,Incil,rose open belov hand drip myrrh finger liquid myrrh handl lock
22,Song of Solomon,5,6,Incil,open belov belov left gone away heart went spoke look find call answer
22,Song of Solomon,5,7,Incil,watchmen go citi found beat bruis keeper wall took cloak away
22,Song of Solomon,5,8,Incil,adjur daughter jerusalem find belov tell faint love friend
22,Song of Solomon,5,9,Incil,belov better anoth belov fairest among women belov better anoth belov adjur us belov
22,Song of Solomon,5,10,Incil,belov white ruddi best among ten thousand
22,Song of Solomon,5,11,Incil,head like purest gold hair bushi black raven
22,Song of Solomon,5,12,Incil,eye like dove besid water brook wash milk mount like jewel
22,Song of Solomon,5,13,Incil,cheek like bed spice tower perfum lip like lili drop liquid myrrh
22,Song of Solomon,5,14,Incil,hand like ring gold set beryl bodi like ivori work overlaid sapphir
22,Song of Solomon,5,15,Incil,leg like pillar marbl set socket fine gold appear like lebanon excel cedar
22,Song of Solomon,5,16,Incil,mouth sweet yes altogeth love belov friend daughter jerusalem friend
22,Song of Solomon,6,1,Incil,belov gone fairest among women belov turn may seek belov
22,Song of Solomon,6,2,Incil,belov gone garden bed spice feed garden gather lili
22,Song of Solomon,6,3,Incil,belov belov mine brows among lili
22,Song of Solomon,6,4,Incil,beauti love tirzah love jerusalem awesom armi banner
22,Song of Solomon,6,5,Incil,turn away eye overcom hair like flock goat lie along side gilead
22,Song of Solomon,6,6,Incil,teeth like flock ewe come wash everi one twin none bereav among
22,Song of Solomon,6,7,Incil,templ like piec pomegran behind veil
22,Song of Solomon,6,8,Incil,sixti queen eighti concubin virgin without number
22,Song of Solomon,6,9,Incil,dove perfect one uniqu mother daughter favorit one bore daughter saw call bless queen concubin prais
22,Song of Solomon,6,10,Incil,look forth morn beauti moon clear sun awesom armi banner
22,Song of Solomon,6,11,Incil,went nut tree grove see green plant valley see whether vine bud pomegran flower
22,Song of Solomon,6,12,Incil,without realiz desir set royal peopl chariot friend
22,Song of Solomon,6,13,Incil,return return shulammit return return may gaze lover desir gaze shulammit danc mahanaim
22,Song of Solomon,7,1,Incil,beauti feet sandal princ daughter round thigh like jewel work hand skill workman
22,Song of Solomon,7,2,Incil,bodi like round goblet mix wine want waist like heap wheat set lili
22,Song of Solomon,7,3,Incil,two breast like two fawn twin roe
22,Song of Solomon,7,4,Incil,neck like ivori tower eye like pool heshbon gate bathrabbim nose like tower lebanon look toward damascus
22,Song of Solomon,7,5,Incil,head like carmel hair head like purpl king held captiv tress
22,Song of Solomon,7,6,Incil,beauti pleasant love delight
22,Song of Solomon,7,7,Incil,statur like palm tree breast like fruit
22,Song of Solomon,7,8,Incil,said climb palm tree take hold fruit let breast like cluster vine smell breath like appl belov
22,Song of Solomon,7,9,Incil,mouth like best wine goe smooth belov glide lip asleep
22,Song of Solomon,7,10,Incil,belov desir toward
22,Song of Solomon,7,11,Incil,come belov let us go forth field let us lodg villag
22,Song of Solomon,7,12,Incil,let go earli vineyard let see whether vine bud blossom open pomegran flower give love
22,Song of Solomon,7,13,Incil,mandrak give forth fragranc door kind precious fruit new old store belov
22,Song of Solomon,8,1,Incil,oh like brother suck breast mother found outsid would kiss yes one would despis
22,Song of Solomon,8,2,Incil,would lead bring mother hous would instruct would drink spice wine juic pomegran
22,Song of Solomon,8,3,Incil,left hand would head right hand would embrac
22,Song of Solomon,8,4,Incil,adjur daughter jerusalem stir awaken love desir friend
22,Song of Solomon,8,5,Incil,come wilder lean belov appl tree arous mother conceiv labor bore
22,Song of Solomon,8,6,Incil,set seal heart seal arm love strong death jealousi cruel sheol flash flash fire flame yahweh
22,Song of Solomon,8,7,Incil,mani water ca quench love neither flood drown man would give wealth hous love would utter scorn friend
22,Song of Solomon,8,8,Incil,littl sister breast shall sister day spoken
22,Song of Solomon,8,9,Incil,wall build turret silver door enclos board cedar belov
22,Song of Solomon,8,10,Incil,wall breast like tower eye like one found peac
22,Song of Solomon,8,11,Incil,solomon vineyard baal hamon leas vineyard keeper bring thousand shekel silver fruit
22,Song of Solomon,8,12,Incil,vineyard thousand solomon two hundr tend fruit lover
22,Song of Solomon,8,13,Incil,dwell garden friend attend let hear voic belov
22,Song of Solomon,8,14,Incil,come away belov like gazell young stag mountain spice
23,Isaiah,1,1,Incil,vision isaiah son amoz saw concern judah jerusalem day uzziah jotham ahaz hezekiah king judah
23,Isaiah,1,2,Incil,hear heaven listen earth yahweh spoken nourish brought children rebel
23,Isaiah,1,3,Incil,ox know owner donkey master crib israel know peopl consid
23,Isaiah,1,4,Incil,ah sin nation peopl load iniqu seed children deal corrupt forsaken yahweh despis holi one israel estrang backward
23,Isaiah,1,5,Incil,beaten revolt whole head sick whole heart faint
23,Isaiah,1,6,Incil,sole foot even head sound wound welt open sore close neither bandag neither sooth oil
23,Isaiah,1,7,Incil,countri desol citi burn fire stranger devour land presenc desol overthrown stranger
23,Isaiah,1,8,Incil,daughter zion left like shelter vineyard like hut field melon like besieg citi
23,Isaiah,1,9,Incil,unless yahweh armi left us small remnant would sodom would like gomorrah
23,Isaiah,1,10,Incil,hear word yahweh ruler sodom listen law god peopl gomorrah
23,Isaiah,1,11,Incil,multitud sacrific say yahweh enough burnt offer ram fat fed anim delight blood bull lamb male goat
23,Isaiah,1,12,Incil,come appear requir hand trampl court
23,Isaiah,1,13,Incil,bring vain offer incens abomin new moon sabbath convoc ca bear evil assembl
23,Isaiah,1,14,Incil,soul hate new moon appoint feast burden weari bear
23,Isaiah,1,15,Incil,spread forth hand hide eye yes make mani prayer hear hand full blood
23,Isaiah,1,16,Incil,wash make clean put away evil do eye ceas evil
23,Isaiah,1,17,Incil,learn well seek justic reliev oppress judg fatherless plead widow
23,Isaiah,1,18,Incil,come let us reason togeth say yahweh though sin scarlet shall white snow though red like crimson shall wool
23,Isaiah,1,19,Incil,will obedi shall eat good land
23,Isaiah,1,20,Incil,refus rebel shall devour sword mouth yahweh spoken
23,Isaiah,1,21,Incil,faith citi becom prostitut full justic righteous lodg murder
23,Isaiah,1,22,Incil,silver becom dross wine mix water
23,Isaiah,1,23,Incil,princ rebelli companion thiev everyon love bribe follow reward judg fatherless neither caus widow come
23,Isaiah,1,24,Incil,therefor lord yahweh armi mighti one israel say ah get relief adversari aveng enemi
23,Isaiah,1,25,Incil,turn hand thorough purg away dross take away tin
23,Isaiah,1,26,Incil,restor judg first counselor begin afterward shall call citi righteous faith town
23,Isaiah,1,27,Incil,zion shall redeem justic convert righteous
23,Isaiah,1,28,Incil,destruct transgressor sinner shall togeth forsak yahweh shall consum
23,Isaiah,1,29,Incil,shall asham oak desir shall confound garden chosen
23,Isaiah,1,30,Incil,shall oak whose leaf fade garden water
23,Isaiah,1,31,Incil,strong like tinder work like spark burn togeth one quench
23,Isaiah,2,1,Incil,isaiah son amoz saw concern judah jerusalem
23,Isaiah,2,2,Incil,shall happen latter day mountain yahweh hous shall establish top mountain shall rais hill nation shall flow
23,Isaiah,2,3,Incil,mani peopl shall go say come let go mountain yahweh hous god jacob teach us way walk path zion law shall go forth word yahweh jerusalem
23,Isaiah,2,4,Incil,judg nation decid concern mani peopl shall beat sword plowshar spear prune hook nation shall lift sword nation neither shall learn war
23,Isaiah,2,5,Incil,hous jacob come let us walk light yahweh
23,Isaiah,2,6,Incil,forsaken peopl hous jacob fill east practic divin like philistin clasp hand children foreign
23,Isaiah,2,7,Incil,land full silver gold neither end treasur land also full hors neither end chariot
23,Isaiah,2,8,Incil,land also full idol worship work hand finger made
23,Isaiah,2,9,Incil,man brought low mankind humbl therefor forgiv
23,Isaiah,2,10,Incil,enter rock hide dust terror yahweh glori majesti
23,Isaiah,2,11,Incil,lofti look man brought low haughti men bow yahweh alon exalt day
23,Isaiah,2,12,Incil,day yahweh armi proud haughti lift shall brought low
23,Isaiah,2,13,Incil,cedar lebanon high lift oak bashan
23,Isaiah,2,14,Incil,high mountain hill lift
23,Isaiah,2,15,Incil,everi lofti tower everi fortifi wall
23,Isaiah,2,16,Incil,ship tarshish pleasant imageri
23,Isaiah,2,17,Incil,lofti man shall bow haughti men shall brought low yahweh alon shall exalt day
23,Isaiah,2,18,Incil,idol shall utter pass away
23,Isaiah,2,19,Incil,men shall go cave rock hole earth terror yahweh glori majesti aris shake earth mightili
23,Isaiah,2,20,Incil,day men shall cast away idol silver idol gold made worship mole bat
23,Isaiah,2,21,Incil,go cavern rock cleft rag rock terror yahweh glori majesti aris shake earth mightili
23,Isaiah,2,22,Incil,stop trust man whose breath nostril account
23,Isaiah,3,1,Incil,behold lord yahweh armi take away jerusalem judah suppli support whole suppli bread whole suppli water
23,Isaiah,3,2,Incil,mighti man man war judg prophet divin elder
23,Isaiah,3,3,Incil,captain fifti honor man counselor skill craftsman clever enchant
23,Isaiah,3,4,Incil,give boy princ children shall rule
23,Isaiah,3,5,Incil,peopl oppress everyon anoth everyon neighbor child behav proud old man base honor
23,Isaiah,3,6,Incil,inde man shall take hold brother hous father say cloth ruler let ruin hand
23,Isaiah,3,7,Incil,day cri say healer hous neither bread cloth shall make ruler peopl
23,Isaiah,3,8,Incil,jerusalem ruin judah fallen tongu do yahweh provok eye glori
23,Isaiah,3,9,Incil,look face testifi parad sin like sodom hide woe soul brought disast upon
23,Isaiah,3,10,Incil,tell righteous good shall eat fruit deed
23,Isaiah,3,11,Incil,woe wick disast upon deed hand paid back
23,Isaiah,3,12,Incil,peopl children oppressor women rule peopl lead caus err destroy way path
23,Isaiah,3,13,Incil,yahweh stand contend stand judg peopl
23,Isaiah,3,14,Incil,yahweh enter judgment elder peopl leader eaten vineyard spoil poor hous
23,Isaiah,3,15,Incil,mean crush peopl grind face poor say lord yahweh armi
23,Isaiah,3,16,Incil,moreov yahweh said daughter zion haughti walk outstretch neck flirt eye walk trip go jingl ornament feet
23,Isaiah,3,17,Incil,therefor lord bring sore crown head women zion yahweh make scalp bald
23,Isaiah,3,18,Incil,day lord take away beauti anklet headband crescent necklac
23,Isaiah,3,19,Incil,earring bracelet veil
23,Isaiah,3,20,Incil,headdress ankl chain sash perfum bottl charm
23,Isaiah,3,21,Incil,signet ring nose ring
23,Isaiah,3,22,Incil,fine robe cape cloak purs
23,Isaiah,3,23,Incil,hand mirror fine linen garment tiara shawl
23,Isaiah,3,24,Incil,shall happen instead sweet spice shall rotten instead belt rope instead well set hair bald instead robe gird sackcloth brand instead beauti
23,Isaiah,3,25,Incil,men shall fall sword mighti war
23,Isaiah,3,26,Incil,gate shall lament mourn shall desol sit ground
23,Isaiah,4,1,Incil,seven women shall take hold one man day say eat bread wear cloth let us call name take away reproach
23,Isaiah,4,2,Incil,day yahweh branch beauti glorious fruit land beauti glori survivor israel
23,Isaiah,4,3,Incil,happen left zion remain jerusalem shall call holi even everyon written among live jerusalem
23,Isaiah,4,4,Incil,lord shall wash away filth daughter zion shall purg blood jerusalem midst spirit justic spirit burn
23,Isaiah,4,5,Incil,yahweh creat whole habit mount zion assembl cloud smoke day shine flame fire night glori canopi
23,Isaiah,4,6,Incil,pavilion shade daytim heat refug shelter storm rain
23,Isaiah,5,1,Incil,let sing well belov song belov vineyard belov vineyard fruit hill
23,Isaiah,5,2,Incil,dug gather stone plant choicest vine built tower midst also cut winepress therein look yield grape yield wild grape
23,Isaiah,5,3,Incil,inhabit jerusalem men judah pleas judg vineyard
23,Isaiah,5,4,Incil,could done vineyard done look yield grape yield wild grape
23,Isaiah,5,5,Incil,tell vineyard take away hedg eaten break wall trampl
23,Isaiah,5,6,Incil,lay wasteland wo prune ho grow brier thorn also command cloud rain rain
23,Isaiah,5,7,Incil,vineyard yahweh armi hous israel men judah pleasant plant look justic behold oppress righteous behold cri distress
23,Isaiah,5,8,Incil,woe join hous hous lay field field room made dwell alon midst land
23,Isaiah,5,9,Incil,ear yahweh armi say sure mani hous desol even great beauti unoccupi
23,Isaiah,5,10,Incil,ten acr vineyard shall yield one bath homer seed shall yield ephah
23,Isaiah,5,11,Incil,woe rise earli morn may follow strong drink stay late night wine inflam
23,Isaiah,5,12,Incil,harp lyre tambourin flute wine feast regard work yahweh neither consid oper hand
23,Isaiah,5,13,Incil,therefor peopl go captiv lack knowledg honor men famish multitud parch thirst
23,Isaiah,5,14,Incil,therefor sheol enlarg desir open mouth without measur glori multitud pomp rejoic among descend
23,Isaiah,5,15,Incil,man brought low mankind humbl eye arrog one humbl
23,Isaiah,5,16,Incil,yahweh armi exalt justic god holi one sanctifi righteous
23,Isaiah,5,17,Incil,lamb graze pastur stranger eat ruin rich
23,Isaiah,5,18,Incil,woe draw iniqu cord falsehood wicked cart rope
23,Isaiah,5,19,Incil,say let make speed let hasten work may see let counsel holi one israel draw near come may know
23,Isaiah,5,20,Incil,woe call evil good good evil put dark light light dark put bitter sweet sweet bitter
23,Isaiah,5,21,Incil,woe wise eye prudent sight
23,Isaiah,5,22,Incil,woe mighti drink wine champion mix strong drink
23,Isaiah,5,23,Incil,acquit guilti bribe deni justic innoc
23,Isaiah,5,24,Incil,therefor tongu fire devour stubbl dri grass sink flame root shall rotten blossom shall go dust reject law yahweh armi despis word holi one israel
23,Isaiah,5,25,Incil,therefor yahweh anger burn peopl stretch hand struck mountain trembl dead bodi refus midst street anger turn away hand still stretch
23,Isaiah,5,26,Incil,lift banner nation far whistl end earth behold come speedili swift
23,Isaiah,5,27,Incil,none shall weari stumbl among none shall slumber sleep neither shall belt waist unti latchet shoe broken
23,Isaiah,5,28,Incil,whose arrow sharp bow bent hors hoof like flint wheel like whirlwind
23,Isaiah,5,29,Incil,roar like lioness roar like young lion yes shall roar seiz prey carri one deliv
23,Isaiah,5,30,Incil,roar day like roar sea one look land behold dark distress light darken cloud
23,Isaiah,6,1,Incil,year king uzziah die saw lord sit throne high lift train fill templ
23,Isaiah,6,2,Incil,stood seraphim one six wing two cover face two cover feet two flew
23,Isaiah,6,3,Incil,one call anoth said holi holi holi yahweh armi whole earth full glori
23,Isaiah,6,4,Incil,foundat threshold shook voic call hous fill smoke
23,Isaiah,6,5,Incil,said woe undon man unclean lip dwell midst peopl unclean lip eye seen king yahweh armi
23,Isaiah,6,6,Incil,one seraphim flew live coal hand taken tong altar
23,Isaiah,6,7,Incil,touch mouth said behold touch lip iniqu taken away sin forgiven
23,Isaiah,6,8,Incil,heard lord voic say shall send go us said send
23,Isaiah,6,9,Incil,said go tell peopl hear inde understand see inde perceiv
23,Isaiah,6,10,Incil,make heart peopl fat make ear heavi shut eye lest see eye hear ear understand heart turn heal
23,Isaiah,6,11,Incil,said lord long answer citi wast without inhabit hous without man land becom utter wast
23,Isaiah,6,12,Incil,yahweh remov men far away forsaken place mani midst land
23,Isaiah,6,13,Incil,tenth left also turn consum terebinth oak whose stock remain fell holi seed stock
23,Isaiah,7,1,Incil,happen day ahaz son jotham son uzziah king judah rezin king syria pekah son remaliah king israel went jerusalem war could prevail
23,Isaiah,7,2,Incil,told hous david say syria alli ephraim heart trembl heart peopl tree forest trembl wind
23,Isaiah,7,3,Incil,yahweh said isaiah go meet ahaz shearjashub son end conduit upper pool highway fuller field
23,Isaiah,7,4,Incil,tell care keep calm afraid neither let heart faint two tail smoke firebrand fierc anger rezin syria son remaliah
23,Isaiah,7,5,Incil,syria ephraim son remaliah plot evil say
23,Isaiah,7,6,Incil,let go judah tear apart let divid among set king midst even son tabeel
23,Isaiah,7,7,Incil,lord yahweh say shall stand neither shall happen
23,Isaiah,7,8,Incil,head syria damascus head damascus rezin within year ephraim shall broken piec shall peopl
23,Isaiah,7,9,Incil,head ephraim samaria head samaria remaliah son believ sure shall establish
23,Isaiah,7,10,Incil,yahweh spoke ahaz say
23,Isaiah,7,11,Incil,ask sign yahweh god ask either depth height
23,Isaiah,7,12,Incil,ahaz said ask neither tempt yahweh
23,Isaiah,7,13,Incil,said listen hous david enough tri patienc men tri patienc god also
23,Isaiah,7,14,Incil,therefor lord give sign behold virgin conceiv bear son shall call name immanuel
23,Isaiah,7,15,Incil,shall eat butter honey know refus evil choos good
23,Isaiah,7,16,Incil,child know refus evil choos good land whose two king abhor shall forsaken
23,Isaiah,7,17,Incil,yahweh bring peopl father hous day come day ephraim depart judah even king assyria
23,Isaiah,7,18,Incil,happen day yahweh whistl fli uttermost part river egypt bee land assyria
23,Isaiah,7,19,Incil,shall come shall rest desol valley cleft rock thorn hedg pastur
23,Isaiah,7,20,Incil,day lord shave razor hire part beyond river even king assyria head hair feet shall also consum beard
23,Isaiah,7,21,Incil,shall happen day man shall keep aliv young cow two sheep
23,Isaiah,7,22,Incil,shall happen abund milk shall give shall eat butter everyon eat butter honey left midst land
23,Isaiah,7,23,Incil,happen day everi place thousand vine thousand silver shekel shall brier thorn
23,Isaiah,7,24,Incil,peopl go arrow bow land brier thorn
23,Isaiah,7,25,Incil,hill cultiv hoe shall come fear brier thorn shall send forth oxen tread sheep
23,Isaiah,8,1,Incil,yahweh said take larg tablet write man pen maher shalal hash baz
23,Isaiah,8,2,Incil,take faith wit testifi uriah priest zechariah son jeberechiah
23,Isaiah,8,3,Incil,went prophetess conceiv bore son said yahweh call name shalal hash baz
23,Isaiah,8,4,Incil,child know say father mother rich damascus spoil samaria carri away king assyria
23,Isaiah,8,5,Incil,yahweh spoke yet say
23,Isaiah,8,6,Incil,peopl refus water shiloah go soft rejoic rezin remaliah son
23,Isaiah,8,7,Incil,therefor behold lord bring upon mighti flood water river king assyria glori come channel go bank
23,Isaiah,8,8,Incil,sweep onward judah overflow pass reach even neck stretch wing fill breadth land immanuel
23,Isaiah,8,9,Incil,make uproar peopl broken piec listen far countri dress battl shatter dress battl shatter
23,Isaiah,8,10,Incil,take counsel togeth brought noth speak word stand god us
23,Isaiah,8,11,Incil,yahweh spoke thus strong hand instruct walk way peopl say
23,Isaiah,8,12,Incil,say conspiraci concern peopl say conspiraci neither fear threat terror
23,Isaiah,8,13,Incil,yahweh armi must regard holi one must fear one must dread
23,Isaiah,8,14,Incil,sanctuari hous israel trap snare inhabit jerusalem
23,Isaiah,8,15,Incil,mani stumbl fall broken snare captur
23,Isaiah,8,16,Incil,wrap testimoni seal law among discipl
23,Isaiah,8,17,Incil,wait yahweh hide face hous jacob look
23,Isaiah,8,18,Incil,behold children yahweh given sign wonder israel yahweh armi dwell mount zion
23,Isaiah,8,19,Incil,tell consult familiar spirit wizard chirp mutter peopl consult god consult dead behalf live
23,Isaiah,8,20,Incil,turn law testimoni speak accord word sure morn
23,Isaiah,8,21,Incil,pass sore distress hungri happen hungri worri curs king god turn face upward
23,Isaiah,8,22,Incil,look earth see distress dark gloom anguish driven thick dark
23,Isaiah,9,1,Incil,shall gloom anguish former time brought contempt land zebulun land naphtali latter time made glorious way sea beyond jordan galile nation
23,Isaiah,9,2,Incil,peopl walk dark seen great light live land shadow death light shine
23,Isaiah,9,3,Incil,multipli nation increas joy rejoic accord joy harvest men rejoic divid spoil
23,Isaiah,9,4,Incil,yoke burden staff shoulder rod oppressor broken day midian
23,Isaiah,9,5,Incil,armor arm man noisi battl garment roll blood burn fuel fire
23,Isaiah,9,6,Incil,us child born us son given govern shoulder name call wonder counselor mighti god everlast father princ peac
23,Isaiah,9,7,Incil,increas govern peac shall end throne david kingdom establish uphold justic righteous time even forev zeal yahweh armi perform
23,Isaiah,9,8,Incil,lord sent word jacob fall israel
23,Isaiah,9,9,Incil,peopl know includ ephraim inhabit samaria say pride arrog heart
23,Isaiah,9,10,Incil,brick fallen build hewn stone sycamor fig tree cut put cedar place
23,Isaiah,9,11,Incil,therefor yahweh set high adversari rezin stir enemi
23,Isaiah,9,12,Incil,syrian front philistin behind devour israel open mouth anger turn away hand stretch still
23,Isaiah,9,13,Incil,yet peopl turn struck neither sought yahweh armi
23,Isaiah,9,14,Incil,therefor yahweh cut israel head tail palm branch reed one day
23,Isaiah,9,15,Incil,elder honor man head prophet teach lie tail
23,Isaiah,9,16,Incil,lead peopl lead astray led destroy
23,Isaiah,9,17,Incil,therefor lord rejoic young men neither compass fatherless widow everyon profan everi mouth speak folli anger turn away hand stretch still
23,Isaiah,9,18,Incil,wicked burn like fire devour brier thorn yes kindl thicket forest roll upward column smoke
23,Isaiah,9,19,Incil,wrath yahweh armi land burnt peopl fuel fire one spare brother
23,Isaiah,9,20,Incil,one devour right hand hungri eat left hand satisfi everyon eat flesh arm
23,Isaiah,9,21,Incil,manasseh ephraim ephraim manasseh togeth shall judah anger turn away hand stretch still
23,Isaiah,10,1,Incil,woe decre unright decre writer write oppress decre
23,Isaiah,10,2,Incil,depriv needi justic rob poor among peopl right widow may spoil may make fatherless prey
23,Isaiah,10,3,Incil,day visit desol come afar flee help leav wealth
23,Isaiah,10,4,Incil,bow prison fall slain anger turn away hand stretch still
23,Isaiah,10,5,Incil,ala assyrian rod anger staff whose hand indign
23,Isaiah,10,6,Incil,send profan nation peopl anger give charg take spoil take prey tread like mire street
23,Isaiah,10,7,Incil,howev mean neither heart think heart destroy cut nation
23,Isaiah,10,8,Incil,say princ king
23,Isaiah,10,9,Incil,calno like carchemish hamath like arpad samaria like damascus
23,Isaiah,10,10,Incil,hand found kingdom idol whose engrav imag exceed jerusalem samaria
23,Isaiah,10,11,Incil,shall done samaria idol jerusalem idol
23,Isaiah,10,12,Incil,therefor happen lord perform whole work mount zion jerusalem punish fruit will proud heart king assyria insol haughti look
23,Isaiah,10,13,Incil,said strength hand done wisdom understand remov boundari peopl rob treasur like valiant man brought ruler
23,Isaiah,10,14,Incil,hand found rich peopl like nest like one gather egg abandon gather earth one move wing open mouth chirp
23,Isaiah,10,15,Incil,axe brag chop saw exalt saw rod lift lift staff lift someon wood
23,Isaiah,10,16,Incil,therefor lord yahweh armi send among fat one lean glori burn kindl like burn fire
23,Isaiah,10,17,Incil,light israel fire holi one flame burn devour thorn brier one day
